source_index,Company Name,Rating,raw_review_text,Nhãn thật,Baseline,Threshold 0.30,P(Negative),Cặp nhầm,Nhóm tín hiệu,Độ chắc chắn lỗi
352,Bosch Global Software Technologies Company Limited,2,"Không dành cho những bạn fresher mới ra trường . - Flexible time working
- Môi trường làm việc bình thường. Không có nhiều thử thách.
- Văn hóa phân cấp . - Mức lương khá thấp so với mặt bằng chung. Tăng lương nhỏ giọt không đáng kể
- Nhiều process, cồng kềnh
- Dev chán do dùng nhiều internal tool và lạc hậu. Công việc lặp đi lặp lại, không có gì mới để học hỏi
- Nhiều training nhưng chủ yếu là internal training (useless training)
- Cty chỉ trả OT khi khách hàng yêu cầu và rất khó để được approve. Đa số nhân viên tự OT và không được trả lương
Chỉ nhận được OT khi khách hàng Đức hoặc Ấn yêu cầu. Đa số sẽ được cấp laptop để tự nguyện OT ở nhà.",Negative,Neutral,Neutral,0.1523838956943803,Negative → Neutral,Phủ định hoặc sắc thái đảo chiều,0.8476161043056197
3772,Hitachi Digital Services,2,"Môi trường học tập tốt chứ không phải môi trường làm việc tốt . Môi trường làm việc (không gian, không khí, cảnh quan) thoải mái, nhân viên thân thiện, hòa đồng với nhau . Lương quá thấp so với thị trường, làm việc 5 năm liên tục tại công ty nhưng lương chỉ có 15tr. OT tình cảm nhiều còn OT có tiền thì ít. Các khoản lương thưởng như chia lợi nhuận (VIP), review lương không rõ ràng và đồng nhất về thời gian và khoản tiền nhận được
70% OT tình cảm, 30% là OT có tính tiền. Nhiều lúc PM approve OT rồi nhưng các sếp to lại kêu là nhân viên giàu tình cảm nên ko trả tiền",Negative,Neutral,Neutral,0.15351383456077317,Negative → Neutral,Phủ định hoặc sắc thái đảo chiều,0.8464861654392268
3868,Hitachi Digital Services,2,"Sếp ông không có kĩ thuật thì tốt, ông có kĩ thuật thì chán . Thoải mái giờ giấc, sếp vui tính nhưng nhiều bác cảm tính quá nhưng tôn trọng nhân viên, . Leader trình yếu nhưng nhiều ông khó chịu, cười đó nhưng đằng sau không biết họ làm gì đâu.",Negative,Neutral,Neutral,0.15381815071963362,Negative → Neutral,Phủ định hoặc sắc thái đảo chiều,0.8461818492803663
4858,LG Electronics Development Vietnam (LGEDV),2,"Nhân viên mới đều được cấp laptop :v . Giờ giấc khá thoải mái, môi trường làm việc ko quá gò bó.
Sếp khá thoải mái. . Chế độ lương thưởng ko rõ ràng, ko ưu tiên những nhân viên đã làm lâu năm.",Negative,Neutral,Neutral,0.15747785329911812,Negative → Neutral,Sắc thái hoặc ngữ cảnh chưa rõ,0.8425221467008819
403,Bosch Global Software Technologies Company Limited,2,Lương quá thấp . Môi trường làm việc rất tốt. Phúc lợi cho nhân viên khá cao so với mặt bằng chung. . Công việc nặng về quy trình và không có nhiều sáng tạo. Lương quá thấp và nhiều phúc lợi không cần thiết.,Negative,Neutral,Neutral,0.1583664450241898,Negative → Neutral,Phủ định hoặc sắc thái đảo chiều,0.8416335549758102
1672,FPT Software,2,"Lương thấp . Văn hoá ổn, hoạt động chung tập thể okkkkkkkkkkkkk . Lương thấp, công việc làm thợ code, ko học hỏi được nhiều
Lương, công việc",Negative,Neutral,Neutral,0.17201966897999632,Negative → Neutral,Sắc thái hoặc ngữ cảnh chưa rõ,0.8279803310200037
2818,FPT Software,2,"Trả lương OT không hợp lý, chậm trả, OT nhiều. . Cơ sở vật chất ổn, thích hợp cho fresher tuy nhiên học fresher bị bắt làm 1 năm nên lưu ý . OT nhiều, chậm trả lương OT, dự án nhiều Outsource, ít dự án công nghệ mới. PM đi trễ toàn 9h mới đi làm.
Trả lương OT, ON không hợp lý, OT nhiều khi >8h nhưng chỉ được paid 4h và phải 1 tháng sau mới được based line",Negative,Neutral,Neutral,0.1751373678644576,Negative → Neutral,Phủ định hoặc sắc thái đảo chiều,0.8248626321355423
273,Bosch Global Software Technologies Company Limited,2,"Lương thấp ko xứng đáng công sức . Thiết bị, văn phòng đều được cung cấp đầy đủ, sạch sẽ và đẹp đẽ. . Quá nhiều process, làm 1 task mà nản thật sự. Phần coding chỉ chiếm chắc 10 - 20%, còn lại là làm process. Sinh ra quá nhiều process để làm mệt mỏi nhân viên ư ???
Lương quá thấp chẳng xứng đáng công sức bỏ ra.
Là dưới đáy tận cùng của xã hội, làm đầy tớ osin cho Bosch Ấn. Tool nội bộ, làm lâu lụt nghề, ra thế giới bên ngoài ú ớ thấy mình lạc hậu quá.
Các bạn mới ra trường vào làm cho biết thế nào là 1 công ty bòn rút thanh xuân, rồi phắn lẹ sau 1 - 2 năm là vừa. Hoặc các anh senior cao tuổi, dễ deal lương cao để vào đây dưỡng già.
Lương thấp quá sao có động lực làm việc ta ???",Negative,Neutral,Neutral,0.17654815394575998,Negative → Neutral,Phủ định hoặc sắc thái đảo chiều,0.82345184605424
8014,VNG Corporation,2,"Tạm ổn, văn phòng đẹp . + Văn phòng đẹp, rộng rãi, thoáng mát, nói chung là công ty lớn nên cũng đầu tư hơi nhiều
+ Kết mỗi quả văn phòng, cộng nhân viên nhiều girl xinh
Ko có OT.............................................................. . - Có vẻ như ở vn hay tồn tại người luôn coi thường người khác (công ty này có hơi nhiều) khả năng là nghĩ mình làm ở công ty lớn nên tư tưởng hơi khinh khỉnh
- Test quy trình đầu vào hơi xàm, nên nhận vào 1 loạt các ứng viên ko phù hợp lắm (pv thì toàn hỏi linh tinh, join ngồi cùng xem mấy ông leader/pm pv ứng viên khác mà mình cũng chán hẳn)
Đơt dịch vừa rồi, mấy junioir nhàn dỗi cũng join vào PV các ứng viên senior???
=> dẫn đến đầu vào có vẻ hơi sai sai, nói chung là phù hợp với ứng viên mới ra trường hoặc junior hơn. vào học hỏi kinh nghiệm
+ Lương mặt bằng chung (vì công ty lớn) lên có range nhất định. rất khó tăng cao.
Muốn lên level cũng khó, Dự án nhân viên thay đổi liên tục, nên làm việc hơi ức chế.",Negative,Neutral,Neutral,0.18024664714920394,Negative → Neutral,Phủ định hoặc sắc thái đảo chiều,0.8197533528507961
4156,Hybrid Technologies,2,"Công ty phù hợp cho các bạn mới tốt nghiệp . Công ty có nhiều hoạt động, team building, các lớp training tiếng Nhật cho nhân viên.
Có thể học hỏi được nhiều, tùy thuộc vào dự án. . Bãi giữ xe xa và xe phải để ngoài nắng cả ngày.
Lương tăng chậm và review rất khó khăn, phụ thuộc vào mức bạn deal ban đầu.
Nếu không có dự án phù hợp chuyên môn, bạn được nhân sự gợi ý cho nghỉ việc.",Negative,Neutral,Neutral,0.18593143769009265,Negative → Neutral,Phủ định hoặc sắc thái đảo chiều,0.8140685623099073
301,Bosch Global Software Technologies Company Limited,1,"Lương thấp . Văn phòng đẹp, xung quanh Etown nhiều tiện ích, môi trường làm việc sử dụng English chuyên nghiệp. . Lương thấp, tăng chậm. Thích hợp người có kinh nghiệm vào dưỡng già, sẽ deal được lương cao
OT muốn có lương phải raise mà raise thì bao giờ đc approve",Negative,Neutral,Neutral,0.18596785203826602,Negative → Neutral,Từ lóng / ngữ cảnh ngành IT,0.814032147961734
558,Capgemini Vietnam,2,"Không phù hợp cho các bạn thích 1 môi trường năng động. . - Được làm việc với nhiều project của các cty khác nhau thuộc nhiều nước trên tg.
- Khả năng onsite cao (các bạn GG để biết được và mất của onsite nhé)
- Các cuộc meeting hàng ngày được tổ chức đầy đủ.
- Văn phòng lịch sự, mát mẻ.
- Anh quản lí cấp cao khá tâm lí.
- Phúc lợi theo mình là ok, vì mình được biết có một người mất, cty hỗ trợ gia đình rất nhiều.
- Các bạn biết tiếng Pháp và giỏi IT, nên đọc qua tài liệu về COBOL-Mainframe, nó thực sự khá thú vị và nhiều thứ đáng xem đấy :D.
- Đối với các bạn mới ra trường thì lương khởi điểm khá là hấp dẫn. . Mình thực tập chỉ có 3 tháng, hơn nữa mình học Tiếng Pháp và IT nên bị đẩy vào 1 phòng đặc biệt, xong là mình ra học tiếp, vì thấy không hợp cho nên ý kiến của mình có thể chủ quan, các bạn tham khảo thêm nhiều người nhé.
- Không gian bít bùng, tù túng, khô khan.
- Đồng nghiệp đa số đứng tuổi, các bạn trẻ mới vào khó hoà nhập.
- Máy tính chỉ xài được mạng nội bộ, mình muốn tra cứu cũng khó, do đó phải hỏi mọi người, họ rảnh thì chỉ, bận thì không, cho nên công việc khó mà tự chủ thời gian được, phải phụ thuộc vào mọi người.
- Sau 3 tháng chuyên học 1 ngôn ngữ chạy trên mainframe khá lạ, nó hơi khô đối với mình, mình nghĩ nếu tiếp tục làm trong phòng này thì chỉ có làm bạn với nó mãi thôi, các bạn thích front-end là không làm trong này được, chi tiết thì các bạn xem tin họ tuyển nhé.
- Các bạn intern phải làm khá vất vả.
- Bộ phận nhân sự của cty không được ổn định, các việc như xem xét tăng lương, phải qua nhiều bước và không được rõ ràng. Yêu cầu để tăng lương rất khắt khe, dù bạn cố gắng, nhưng hiệu suất của bạn phụ thuộc vào người khác, thì coi như không.
- Nên đọc kĩ hợp đồng khi deal lương.
- Học hỏi cái mới: Không có thời gian cũng như sức khoẻ để học đâu bạn, việc làm chính cũng đủ áp lực rồi.
Mình khuyên các bạn nên vào để trải nghiệm, không nên gắn bó lâu :).",Negative,Neutral,Neutral,0.19504569947016348,Negative → Neutral,Phủ định hoặc sắc thái đảo chiều,0.8049543005298365
3154,FPT Software,2,"Thích Hợp Với Sinh Viên Mới Ra Trường . Văn phòng làm việc tốt.
Có sân đá banh và phòng gym cũng ok.
Đồng nghiệp tốt. . OT nhiều, nhưng không tính lương.
Xếp hay tỏ ra nghi hiểm, chém gió, và hứa hẹn nhiều thứ. Cuder thì code miệt mài.
Công việc tay chân nhiều, ít sáng tạo cho các bạn làm lâu năm.
Công việc làm không chuyên sâu, phụ thuộc vào khách hàng.

Không hài lòng với OT",Negative,Neutral,Neutral,0.1985101452714048,Negative → Neutral,Phủ định hoặc sắc thái đảo chiều,0.8014898547285952
7875,Viettel Group,2,"Môi trường làm việc nghiêm túc, yêu cầu cao nhưng có nhiều cơ chế bất hợp lý . - Cách làm việc nghiêm túc, dứt khoát
- Mọi người quan tâm nhau
- Công việc áp lực những sẽ tạo ra được cơ hội học hỏi, tự trau dồi chính mình . - Thủ túc, hành chính gây nhiều cản trở
- Cơ chế hợp đồng lộn xộn, không công bằng, thậm chí không có đóng BHXH, BHYT cho nhân viên CTV. Mập mờ trong tuyển dụng, tuyển CTV là để là NV, đến lúc đi làm mới ngỡ ra.
- Cơ sở vật chất hên xui.
Không có chế độ cho việc OT, mặc dù phải OT thường xuyên",Negative,Neutral,Neutral,0.1991207347653673,Negative → Neutral,Phủ định hoặc sắc thái đảo chiều,0.8008792652346327
278,Bosch Global Software Technologies Company Limited,2,"Máy móc tốt . Máy móc, phần mềm tốt, anh em trong team hòa đồng, giúp đỡ lẫn nhau (trừ pm, grm, dh..) . Lương cho junior quá thấp so với thị trường, sếp đánh giá performance chủ quan, cào bằng
ko có nhiều ot, nếu có thì tiền ot tương đối trễ, sếp approve ot lâu",Negative,Neutral,Neutral,0.20310393796662043,Negative → Neutral,Từ lóng / ngữ cảnh ngành IT,0.7968960620333796
937,Eastgate Software,2,"Chỉ đãi ngộ tốt với key member công ty . - văn phòng đẹp
- Free snack
- Đồng nghiệp thân thiện . - Trả lương thấp, đối đãi không tốt đối với Intern/Fresher
- Hợp đồng không rõ ràng",Negative,Neutral,Neutral,0.20373685681703338,Negative → Neutral,Phủ định hoặc sắc thái đảo chiều,0.7962631431829666
680,Collaboration Betters The World (CBTW),1,"Không thích hợp ở lâu . Giờ làm việc thoải mái, chỉ cần dảm bảo đủ 8h/ngày . không có extra bonus cho OT. không hỗ trợ tiền taxi nếu làm sau 12h đêm",Negative,Neutral,Neutral,0.20424957781798106,Negative → Neutral,Phủ định hoặc sắc thái đảo chiều,0.795750422182019
3222,FPT Software,2,"Bình thường . Giờ giấc thoải mái, không phạt đi muộn về sớm
Có nhiều khóa traning để improve bản thân, nhưng cần kí commitment . Lương thấp, đánh giá không công bằng, cơ hội không nhiều",Negative,Neutral,Neutral,0.22224079506432937,Negative → Neutral,Phủ định hoặc sắc thái đảo chiều,0.7777592049356706
1060,ELCA,2,"Phúc lợi ko đc tốt . - Friendly colleague
- Good place to start
- Good Senior people who always willing to help
- Very good training courses . - OT almost everyday even on Sat and Sun
- Low Salary
- Small parking lot
- Office has very less toilet
- Office is not well designed",Negative,Neutral,Neutral,0.2301015749802752,Negative → Neutral,Từ lóng / ngữ cảnh ngành IT,0.7698984250197248
2761,FPT Software,2,"Môi trường làm việc tương đối tốt . Thời gian làm việc thoải mái
Có xe bus đưa đón nhân viên. . OT quá nhiều, chế độ OT không được tốt. Chỉ nhận được 1/2 số tiền OT, phần còn lại chuyển qua ngày nghỉ.",Negative,Neutral,Neutral,0.23447539080463234,Negative → Neutral,Phủ định hoặc sắc thái đảo chiều,0.7655246091953677
6182,PAL TECH,2,"Áp lực cao . Lương khá, Manager tốt. Gần trung tâm đi lại khá tiện ! . Việc làm áp lực cao, đòi hỏi người có chuyên môn và kỹ năng xử lý độc lập. Môi trường bình thường không thân thiện cho lắm !",Negative,Neutral,Neutral,0.24257011531261483,Negative → Neutral,Phủ định hoặc sắc thái đảo chiều,0.7574298846873851
3973,Hitachi Digital Services,2,"OT nhiều . . Nhiều dự án, công nghệ mới để học tập. Co che do bao hiểm riêng . Ot nhiều gần như mặc định, che do OT không rõ ràng.",Negative,Neutral,Neutral,0.2454303127480902,Negative → Neutral,Phủ định hoặc sắc thái đảo chiều,0.7545696872519098
8142,VNG Corporation,2,"Môi trường làm việc . Môi trường làm việc chuyên nghiệp, nhiều hoạt động cho nhân viên tham gia . Lương không tăng, cơ hội nghề nghiệp không cao, bộ phận về HR hỗ trợ không tốt",Negative,Neutral,Neutral,0.2480556760515356,Negative → Neutral,Phủ định hoặc sắc thái đảo chiều,0.7519443239484644
519,Capgemini Vietnam,2,"lương tăng 2%. . Đồng nghiệp thân thiện, vui vẻ, giúp đỡ và hỗ trợ nhau tốt trong công việc. . Cấm vào Github
Phải theo quy định đồng phục, mặc dù cty không có cấp đồng phục.
Nhà vệ sinh rất hôi sau buổi trưa
Internet châm
Review cuối năm cho có và vai trò của delegator ko thật sự rõ ràng.",Negative,Neutral,Neutral,0.2529418435919772,Negative → Neutral,Phủ định hoặc sắc thái đảo chiều,0.7470581564080228
3120,FPT Software,2,"Nhân viên mới được cấp smart phone trong khi nhân viên cũ thì .... . Không khí thoải mái.
Anh em nhiệt tình giúp đỡ nhau. . Chế độ OT tồi tệ.
Chia Fcoin team như đấu tố lẫn nhau.
bị tính thành nghỉ bù, nếu không nghỉ hết thì cuối năm sau mới được thanh toán",Negative,Neutral,Neutral,0.25952748843280155,Negative → Neutral,Phủ định hoặc sắc thái đảo chiều,0.7404725115671984
3837,Hitachi Digital Services,1,"Không khuyến khích . Bảo hiểm cao cấp
Văn phòng rộng và đẹp
Giờ đi làm tự do miễn đủ 8h/ngày . Đã cắt hết bonus ( ngoại trừ STI, nếu công ty không lời thì cắt luôn).
Mặt bằng lương thấp.
Một năm chỉ review 1 lần duy nhất.
Không có thưởng project đâu.
Yêu cầu nhân viên phải vừa làm vừa học thì mới progress tăng level. Nhưng nếu không đảm bảo được công việc thì lương mới cũng không có đâu.
Đừng dây vào mấy lớp tiếng Nhật hoặc qua Nhật training của công ty. Nợ cả trăm triệu như chơi.
OT dưới 3h mỗi ngày thì không được log. Nhiều lúc OT tới sáng nhưng chỉ được log tối đa 4 tiếng.",Negative,Neutral,Neutral,0.263482642116242,Negative → Neutral,Phủ định hoặc sắc thái đảo chiều,0.736517357883758
4417,KMS Technology,1,"Truyền thống ""sa thải"" . Công ty rất tạo điều kiện cho các hoạt động vui chơi
Công ty lương ổn cho Fresher, không biết giờ còn cao ko
Giờ giấc làm việc linh hoạt
Công ty này không có OT, nhưng workload lớn, thường để nhân viên đem việc về nhà . OT kiểu tự nguyện, workload lớn vì dàn manager thường xuyên được ""khuyến khích"" thể hiện bản thân nhưng nếu làm tốt cũng ko bằng mấy đứa đi share New Tech
Interview phức tạp, rườm rà, nhìn vào năm kinh nghiệm, lương thấp vì đòi hỏi tiêu chuẩn cao
Một ngày đẹp trời có thể nhận được tờ giấy tạm hoãn hợp đồng dù vẫn đang làm tốt",Negative,Neutral,Neutral,0.2674337206534276,Negative → Neutral,Phủ định hoặc sắc thái đảo chiều,0.7325662793465724
2834,FPT Software,2,"Bất công cho DEV giỏi . FPT care bảo hiểm y tế tốt, môi trường làm việc tốt . Bất công cho dev giỏi, dev giỏi phải làm 80% task của dự án nhưng mức lương và thưởng lại chia cho dev giỏi gấp 2 lần dev mới, PM lấy 20%, trong khi dev giỏi nhiều lúc phải support cả PM trong việc phân task hay giao tiếp với khách hàng
OT vì team thiếu kinh nghiệm, Dev giỏi gánh team, code giùm Dev 1, code sửa lỗi của PM, của người khác",Negative,Neutral,Neutral,0.27424411090765805,Negative → Neutral,Phủ định hoặc sắc thái đảo chiều,0.7257558890923419
2994,FPT Software,2,"Quản lí chưa tốt . Cơ sở vật chất ổn, mọi nhu cầu cơ bản đều được đáp ứng ở mức khá, IT support nhanh. . OT nhiều do quản lí kém, họp hành mang tính hình thức, lan man và không giải quyết đc vấn đề, lúc họp PM nói là chính, không khuyến khích nhân viên cấp dưới có ý kiến, dẫn đến việc cấp dưới làm việc rất thụ động.
Quy trình & tổ chức lớn nên khó thay đổi, công nghệ sử dụng mang thiên hướng ăn chắc nên productivity ko cao, khi có đề xuất gì thì thường ko được thực hiện vì lí do này.
Quá nhiều rules và thủ tục khi làm việc, chặn nhiều web, chặn download từ github (bất tiện cho việc sử dụng open source).
Bonus: cách giải quyết vấn đề của PM thường là ra thêm một số rules và hình thức phạt mới, mà cá nhân mình nghĩ là vô dụng :v",Negative,Neutral,Neutral,0.281552578378447,Negative → Neutral,Phủ định hoặc sắc thái đảo chiều,0.7184474216215531
390,Bosch Global Software Technologies Company Limited,2,"Chi phí phúc lợi ổn. Không học được gì để phát triển bản thân. . Tuyển đầu vào tương đối dễ, miễn là có thái độ tốt thì gần như ok (cái này hơi hên xui).
Giờ giấc làm việc tự do, chỉ cần đảm bảo làm đủ 8h/ngày.
Môi trường làm việc thoải mái. . Nếu làm IT hoặc Engineer thì không học hỏi được gì nhiều (nói thẳng ra là không học được gì cả)
Tất cả công việc đều dùng tool của cty viết, code gần như không được phép thay đổi -> dẫn đến kiến thức nền tảng bị mai một dần do lâu ngày không sử dụng
Không có chương trình training, đào tạo kỹ thuật cho người mới rõ ràng. Chủ yếu là on job training với người làm trước nên kiến thức bị khuyết và vỡ vụn rất nhiều (thậm chí là kiến thức dùng tool cũng bị phân mãnh, rơi rụng). Đa số tiền bối là những nhân viên trẻ nên chưa có đủ kiến thức và khả năng truyền thụ. Còn nóng tín và thủ nghề.
Lương thì phải nói là thấp và tăng rất chậm.
Thủ tục nhiều thì không nói, dẫu sao cũng là 1 cty lớn. Nhưng thủ tục rườm rà và phải qua phê duyệt của rất nhiều cấp quản lý mà mỗi lần xin phê duyệt rất là cực, phải tự chạy đặt lịch hẹn liên tục. Quy trình làm thủ tục không rõ ràng và nhất quán.
Sếp manager thì chỉ care đến lợi ích của riêng mình nên chỉ cần làm sếp Ấn Độ vui thì ok. Bất chấp là các thành viên trong team có tán thành hay không.
Tệ hại nhất là việc đánh cắp ý tưởng một cách trắng trợn
OT sẽ bị coi là làm việc không hiệu quả và sẽ bị bắt lên giải trình với sếp Department. Làm OT 99% mặc định là không được chi trả.",Negative,Neutral,Neutral,0.29573384695978955,Negative → Neutral,Phủ định hoặc sắc thái đảo chiều,0.7042661530402105
2668,FPT Software,2,"Môi trường làm việc năng động . Môi trường năng động, nhiều công nghệ mới
Sếp tâm lý quan tâm nhân viên . OT OT OT OT OT, quá nhiều OT, mà lương thấp
thưởng hơi ít",Negative,Positive,Positive,0.0028291576325490744,Negative → Positive,Từ lóng / ngữ cảnh ngành IT,0.9971708423674509
3094,FPT Software,2,"Lương hơi thấp và đôi khi OT hơi nhiều . Môi trường làm việc năng động, tốt. Đội ngũ nhân viên trẻ . Lương hơi thấp và đôi khi OT hơi nhiều. Vị trí làm việc hơi xa.",Negative,Positive,Positive,0.0035532538531190963,Negative → Positive,Từ lóng / ngữ cảnh ngành IT,0.9964467461468809
5220,NAB Innovation Centre Vietnam,2,"Good views, good benefits, just quite bad management . Hmm, breaking into the banking world. Get to know more people.
They pay you well, Good hours. Even though working hours start a bit early . Rather than enforcing a sense of positivity, leadership should set a strong example through their actual actions and attitudes.",Negative,Positive,Positive,0.008082708352157197,Negative → Positive,Từ lóng / ngữ cảnh ngành IT,0.9919172916478428
5281,Nakivo,1,"Micromanagement . Những bạn bên sales rất vui và cởi mở, có pantry, cà phê trà nước đầy đủ. Tuy nhiên lên trễ thì hết.
Công ty làm việc theo dạng contractor, mỗi ngày 8 tiếng. Làm nhiều hơn công ty không trả OT. . Cấp quản lý nên chịu trách nhiệm nhiều hơn. Nên là người chịu trách nhiệm cao nhất trong đơn vị. Không đùn đẩy trách nhiệm.",Negative,Positive,Positive,0.014822405967274526,Negative → Positive,Phủ định hoặc sắc thái đảo chiều,0.9851775940327254
6183,PAL TECH,2,"Big boss is nice, snacks are always available, management can be better . Big boss is always open, friendly and pay attractive salary to employee. Snacks are always available. . Managers have a challenge leading the team to create a good environment. Give limited support to members. Verbal announcement for important information. I think management could support staff better.",Negative,Positive,Positive,0.01659180924054308,Negative → Positive,Sắc thái hoặc ngữ cảnh chưa rõ,0.983408190759457
4457,KMS Technology,2,"25/09/2021, công ty về cơ bản ổn, nhưng cần cải thiện vấn đề OT quá nhiều . mọi thứ ổn, tiền lương về đúng ngày, được cấp laptop làm việc. . văn hóa làm việc OT quá nhiều, công ty cho nhiều chương trình hoạt động nhưng nếu OT quá nhiều thì cũng chẳng có sức khỏe để tham gia.
Công ty OT quá nhiều cho nên khi deal lương cần deal theo OT cao, mình làm có qua ngày nghỉ 02/09 và công ty cũng kêu OT cả ngày đó.",Negative,Positive,Positive,0.01871473727574533,Negative → Positive,Phủ định hoặc sắc thái đảo chiều,0.9812852627242546
